talent_desc_scorchingAura|Scorch monsters around you dealing fire damage.|Обжигает монстров вокруг вас, нанося урон огнем.
talent_desc_hydra|Spawn a fiery hydra that shoots fireballs with area of effect fire damage towards the closest monster.|Призывает огненную гидру, которая выпускает в ближайшего монстра огненные шары, наносящие урон по области.
talent_desc_comet|Call down a huge comet exploding on impact dealing area of effect fire damage.|Призывает огромную комету, которая при ударе взрывается и наносит урон огнем по области.
talent_desc_fireNova|Cast a nova of fire around you dealing fire damage.|Выпускает кольцо огня вокруг вас, нанося урон огнем.
talent_desc_volcano|Spawn a molten volcano that deals fire damage around it and spews out burning rocks that explode on hit.|Призывает расплавленный вулкан, который наносит урон огнем вокруг себя и извергает горящие камни, взрывающиеся при попадании.
talent_desc_armageddon|Call down a rain of meteors from the sky dealing area of effect fire damage to monsters struck.|Призывает с неба метеоритный дождь, наносящий урон огнем по области пораженным монстрам.
||
[Marksman]
talent_name_trickShot|Trickshot|Хитрый выстрел
talent_name_vault|Vault|Акробатический прыжок
talent_name_multishot|Multishot|Мультивыстрел
talent_name_arrowRampage|Arrow Rampage|Буйство стрел
talent_name_arrowRain|Arrow Rain|Ливень стрел
talent_name_homingMissile|Homing Missile|Самонаводящийся снаряд
talent_name_agility|Agility|Ловкость
talent_name_criticalAccuracy|Critical Accuracy|Критическая точность
talent_name_volatileShot|Volatile Shot|Разрывной выстрел
talent_name_fragGrenade|Frag Grenade|Осколочная граната
talent_name_arrowTurret|Arrow Turret|Стрелковая турель
talent_name_landMine|Landmine|Мина
talent_name_beacon|B.E.A.C.O.N.|М.А.Я.К.
talent_name_masterMechanic|Master Mechanic|Мастер-механик
talent_name_turretMastery|Turret Mastery|Мастерство турелей
talent_name_cannonTurret|Cannon Turret|Пушечная турель
talent_name_rocketTurret|Rocket Turret|Ракетная турель
talent_name_gunnerDrone|Gunner Drone|Дрон-стрелок
||
talent_desc_trickShot|Shoot an arrow with increased attack rating that bounces from monster to monster dealing increased attack damage.|Выпускает стрелу с повышенным рейтингом атаки, которая отскакивает от монстра к монстру, нанося увеличенный урон от атак.
talent_desc_vault|Vault in the direction aimed unleashing arrows towards nearby monsters dealing increased damage.|Совершает акробатический прыжок в указанном направлении, выпуская в ближайших монстров стрелы с увеличенным уроном.
talent_desc_multishot|Fire multiple arrows in an arc dealing increased damage.|Выпускает веером несколько стрел, наносящих увеличенный урон.
talent_desc_arrowRampage|Unleash a swarm of arrows towards the direction aimed dealing arcane and physical damage.|Выпускает рой стрел в указанном направлении, нанося урон тайной магией и физический урон.
talent_desc_arrowRain|Unleash a rain of arrows from the sky dealing increased damage.|Обрушивает с небес ливень стрел, наносящий увеличенный урон.
talent_desc_homingMissile|Launch a barrage of homing missiles which seeks down its target dealing area of effect arcane and physical damage.|Запускает залп самонаводящихся снарядов, которые преследуют цель, нанося урон тайной магией и физический урон по области.
talent_desc_agility|Temporarily increases your movement speed and attack speed.|Временно увеличивает скорость передвижения и скорость атаки.
talent_desc_criticalAccuracy|Increases your attack rating and critical strike damage.|Увеличивает рейтинг атаки и урон от критического удара.
talent_desc_volatileShot|Fire a colossal arrow exploding on hit dealing area of effect damage.|Выпускает огромную стрелу, которая взрывается при попадании, нанося урон по области.
talent_desc_fragGrenade|Throw a frag grenade dealing area of effect arcane damage launching shrapnel around.|Бросает осколочную гранату, наносящую урон тайной магией по области и разбрасывающую осколки.
talent_desc_arrowTurret|Build an arrow turret that shoots arrows at the closest monster dealing arcane damage.|Устанавливает стрелковую турель, которая стреляет в ближайшего монстра, нанося урон тайной магией.
talent_desc_landMine|Lay down a landmine at the target location exploding shortly after detecting a nearby monster dealing arcane damage.|Устанавливает мину, которая взрывается при обнаружении монстра поблизости, нанося урон тайной магией.
talent_desc_beacon|Build a beacon that increases nearby allies arcane skill damage and mana replenish.|Устанавливает маяк, повышающий урон от умений тайной магии и восполнение маны ближайших союзников.
talent_desc_masterMechanic|Temporarily increase the attack speed and arcane damage of all your turrets and drones!|Временно увеличивает скорость атаки и урон тайной магией всех ваших турелей и дронов!
talent_desc_turretMastery|Increase arcane damage and attack speed of all turrets and drones.|Увеличивает урон тайной магией и скорость атаки всех турелей и дронов.
talent_desc_cannonTurret|Build a cannon turret that launches cannonballs towards the nearest monster that explode into shrapnel, dealing area of effect arcane damage.|Устанавливает пушечную турель, стреляющую ядрами в ближайшего монстра; ядра взрываются осколками, нанося урон тайной магией по области.
talent_desc_rocketTurret|Build a rocket turret that shoots rockets towards the nearest monster dealing area of effect arcane damage.|Устанавливает ракетную турель, стреляющую ракетами в ближайшего монстра и наносящую урон тайной магией по области.
talent_desc_gunnerDrone|Build a gunner drone which follows you and shoots bullets that bounce from monster to monster dealing arcane damage.|Создает дрон-стрелок, который следует за вами и стреляет пулями, отскакивающими от монстра к монстру и наносящими урон тайной магией.
||
[Pirate]
talent_name_explosiveBarrel|Explosive Barrel|Взрывная бочка
talent_name_buckshot|Buckshot|Картечь
talent_name_bombBarrage|Bomb Barrage|Канонада
talent_name_cannonball|Cannonball|Пушечное ядро
talent_name_grenado|Grenade Jump|Прыжок с гранатой
talent_name_powderTrail|Powder Trail|Пороховой след
talent_name_explosiveBullet|Explosive Bullets|Разрывные пули
talent_name_kneeCap|Kneecap|Выстрел в колено
talent_name_rapidFire|Rapid Fire|Беглый огонь
talent_name_freezeChainShot|Freezing Chain Shot|Замораживающий цепной выстрел
talent_name_torrent|Torrent|Поток
talent_name_setSail|Set Sail|Поднять паруса
talent_name_parrot|Parrot|Попугай
talent_name_anchorSwing|Anchor Swing|Взмах якорем
talent_name_remiges|Remiges|Маховые перья
talent_name_frozenLead|Frozen Lead|Замороженный свинец
talent_name_treasureHunter|Treasure Hunter|Охотник за сокровищами
talent_name_landAhoy|Land Ahoy!|Земля на горизонте!
||
talent_desc_explosiveBarrel|Spawn a barrel of explosives which detonates after some time or when shot with a projectile dealing fire damage.|Создает бочку со взрывчаткой, которая детонирует через некоторое время или при попадании снаряда, нанося урон огнем.
talent_desc_buckshot|Quick draw your musket and release a ranged buckshot with increased damage and additional fire damage.|Быстро выхватывает мушкет и выпускает картечь с увеличенным уроном и дополнительным уроном огнем.
talent_desc_bombBarrage|Start rapidly firing cannonballs dealing area of effect fire damage.|Выпускает град пушечных ядер, нанося урон огнем в области действия.
talent_desc_cannonball|Shoot a cannonball that launches in the air on hit and deals area of effect damage when landing.|Выпускает пушечное ядро, которое при попадании подлетает в воздух и наносит урон по области при приземлении.
talent_desc_grenado|Blast yourself into the air leaving a cluster of grenades behind dealing fire damage.|Подбрасывает вас в воздух, оставляя за собой связку гранат, наносящих урон огнем.
talent_desc_powderTrail|Throw a keg of gunpowder causing a chain of explosions dealing fire damage.|Бросает бочонок пороха, вызывая цепочку взрывов, наносящих урон огнем.
talent_desc_explosiveBullet|Striking a monster leaves a charge in them that detonates after a short delay dealing area of effect fire damage. If you have Explosive Barrel skilled, attacking has a chance to spawn barrels in a line around the target exploding shortly after.|Удар по монстру оставляет в нем заряд, который детонирует через короткое время, нанося урон огнем по области. Если изучен навык «Бочка со взрывчаткой», атаки могут призвать ряд бочек вокруг цели, которые вскоре взорвутся.
talent_desc_kneeCap|Increases your attack rating and chance for critical strike.|Увеличивает ваш рейтинг атаки и шанс критического удара.
talent_desc_rapidFire|Temporarily increase your attack speed and attack rating.|Временно увеличивает вашу скорость атаки и рейтинг атаки.
talent_desc_freezeChainShot|Shoot a piercing chain shot that freezes and deals cold damage to monsters struck.|Выпускает пронзающую цепь, которая замораживает пораженных монстров и наносит им урон холодом.
talent_desc_torrent|Summon a pool of corrupted water on target location bursting into a massive torrent that knocks up monsters struck dealing cold damage.|Призывает в указанном месте лужу оскверненной воды, которая превращается в мощный поток, подбрасывающий пораженных монстров и наносящий урон холодом.
talent_desc_setSail|Temporarily increases your cold skill damage and mana replenish.|Временно увеличивает урон ваших умений холода и восполнение маны.
talent_desc_parrot|Summon a parrot to peck your monsters dealing cold damage.|Призывает попугая, который клюет врагов, нанося урон холодом.
talent_desc_anchorSwing|Unleash a massive anchor swinging around you dealing cold damage.|Выпускает огромный якорь, вращающийся вокруг вас и наносящий урон холодом.
talent_desc_remiges|Increases your parrots cold damage and attack speed.|Увеличивает урон холодом и скорость атаки вашего попугая.
talent_desc_frozenLead|Use specially hand crafted frozen lead to increase your cold skill damage.|Использование специально изготовленного замороженного свинца увеличивает урон ваших умений холода.
talent_desc_treasureHunter|Search for a treasure from the corpses of dead monsters with additional magic find.|Позволяет искать сокровища в трупах убитых монстров с повышенным магическим поиском.
talent_desc_landAhoy|Call for the main ship to bombard the targeted area dealing area of effect cold damage.|Призывает корабль для обстрела выбранной области, нанося урон холодом по области.
||
[Nomad]
talent_name_sandCarver|Sand Carver|Резчик песка
talent_name_cloudOfSand|Cloud of Sand|Облако песка
talent_name_sandGush|Sand Gush|Песчаный поток
talent_name_sandEntombment|Sand Entombment|Песчаное погребение
talent_name_oasisAura|Oasis Aura|Аура оазиса
talent_name_sandTremors|Sand Tremors|Песчаные толчки
talent_name_mysticSand|Mystic Sand|Мистический песок
talent_name_dissipatingTornado|Dissipating Tornado|Рассеивающийся торнадо
talent_name_sandVortex|Sand Vortex|Песчаный вихрь
talent_name_bladeStrike|Blade Strike|Удар клинком
talent_name_scimitarCharge|Scimitar Charge|Рывок с ятаганом
talent_name_eyeOfRa|Eye of Ra|Око Ра
talent_name_sunRay|Healing Sunrays|Целебные солнечные лучи
talent_name_flyingScimitar|Flying Scimitar|Летающий ятаган
talent_name_rupture|Rupture|Разрыв
talent_name_chainSlice|Chainslice|Цепной разрез
talent_name_phantomBlade|Phantom Blade|Фантомный клинок
talent_name_hemorrhage|Hemorrhage|Кровоизлияние
||
talent_desc_sandCarver|Perform an attack that flings sand at monsters with increased damage and attack rating.|Совершает атаку, швыряющую песок в монстров, с увеличенным уроном и рейтингом атаки.
talent_desc_cloudOfSand|Unleash a cloud of sand that travels forwards dealing arcane damage, by casting the skill again Nomad will re-locate on the sand clouds position dealing area of effect arcane damage and stunning nearby monsters.|Выпускает облако песка, которое движется вперед, нанося урон тайной магией. При повторном касте Кочевник перемещается к облаку, нанося урон тайной магией по области и оглушая ближайших монстров.
talent_desc_sandGush|Unleash a gush of sand that spawns tornadoes dealing arcane damage.|Выпускает поток песка, создающий торнадо, которые наносят урон тайной магией.
talent_desc_sandEntombment|Chance on kill to unleash a pulse of sand dealing arcane area of effect damage.|Шанс при убийстве вызвать импульс песка, наносящий урон тайной магией по области.
talent_desc_oasisAura|When active, increases your and your party members attack rating and movement speed.|Пока активна, увеличивает рейтинг атаки и скорость передвижения вам и членам вашей группы.
talent_desc_sandTremors|Strike a target causing sand tremors to hit nearby monsters dealing increased damage and attack rating.|Ударяет цель, вызывая песчаные толчки, которые поражают ближайших монстров, нанося увеличенный урон с повышенным рейтингом атаки.
talent_desc_mysticSand|Increases your arcane skill damage and cast rate.|Увеличивает урон умений тайной магии и скорость каста.
talent_desc_dissipatingTornado|Summon a dissipating tornado around you that pulls nearby monsters and causes you to dodge all attacks and unleash sand at monsters when they strike you dealing arcane damage.|Призывает вокруг вас рассеивающийся торнадо, который притягивает ближайших монстров, позволяет уклоняться от всех атак и обрушивает на врагов песок при их ударе, нанося урон тайной магией.
talent_desc_sandVortex|Summon a massive vortex of quick sand that pulls monsters inside dealing arcane damage.|Призывает огромный вихрь зыбучего песка, который затягивает монстров внутрь, нанося урон тайной магией.
talent_desc_bladeStrike|Perform a cleave attack with increased chance for critical strike, critical strike damage and attack rating.|Совершает рассекающую атаку с повышенным шансом критического удара, уроном критического удара и рейтингом атаки.
talent_desc_scimitarCharge|Charge a short distance unleashing scimitar strike around you dealing increased damage to monsters struck.|Рывок на короткое расстояние, наносящий удар ятаганом вокруг себя с увеличенным уроном по пораженным монстрам.
talent_desc_eyeOfRa|Perform a light enchanted attack bringing rays of sun down to nearby monsters dealing increased damage.|Совершает усиленную светом атаку, обрушивая на ближайших монстров солнечные лучи с увеличенным уроном.
talent_desc_sunRay|Increases your life stolen per hit.|Увеличивает объем здоровья, похищаемого при ударе.
talent_desc_flyingScimitar|Throw a huge piercing scimitar dealing increased damage to monsters in its path which returns back to you after a short delay.|Бросает огромный пронзающий ятаган, наносящий увеличенный урон монстрам на пути и возвращающийся через короткое время.
talent_desc_rupture|Perform a rupturing area of effect attack inflicting bleed to targets on hit.|Совершает разрывающую атаку по области, вызывая кровотечение у пораженных целей.
talent_desc_chainSlice|Perform an enhanced attack that causes a sharp blade to chain between nearby monsters dealing damage.|Совершает усиленную атаку, при которой острое лезвие перескакивает между ближайшими монстрами, нанося урон.
talent_desc_phantomBlade|Spawn a ghostly blade that attacks nearby monsters dealing increased damage and additional arcane damage.|Создает призрачный клинок, который атакует ближайших монстров, нанося увеличенный урон и дополнительный урон тайной магией.
talent_desc_hemorrhage|Rupture inflicts armor break on all bleeding targets.|«Разрыв» вызывает пробивание брони у всех целей с кровотечением.
||
[Redneck]
talent_name_moonshineMolotov|Moonshine Molotov|Самогонный коктейль
talent_name_pipeBombs|Pipe Bombs|Трубчатые бомбы
talent_name_oilSpill|Oil Spill|Разлитое масло
talent_name_tireFire|Tire Fire|Горящая шина
talent_name_spontaneousCombustion|Spontaneous Combustion|Самовозгорание
talent_name_hillbillyRage|Hillbilly Rage|Ярость деревенщины
talent_name_moonshineMadness|Moonshine Madness|Хмельное безумие
talent_name_combustibleOil|Combustible Oil|Горючее масло
talent_name_pickupRaid|Pickup Raid|Налет на пикапе
talent_name_chainsawSlash|Chainsaw Slash|Удар бензопилой
talent_name_durableWear|Durable Wear|Рабочая одежда
talent_name_chainsawMassacre|Chainsaw Massacre|Резня бензопилой
talent_name_chainsawMastery|Chainsaw Mastery|Владение бензопилой
talent_name_revvedUp|Revved Up|На полных оборотах
talent_name_experiencedLogger|Experienced Logger|Опытный лесоруб
talent_name_loggersEndurance|Logger’s Endurance|Стойкость лесоруба
talent_name_rogueChainsaw|Rogue Chainsaw|Неуправляемая бензопила
talent_name_treeTrunkTriumph|Tree Trunk Triumph|Лесоповал
||
talent_desc_moonshineMolotov|Throw a bottle of moonshine that ignites the impacted area on fire and sends out burning oil.|Бросает бутылку самогона, которая поджигает область при ударе и разбрызгивает горящее масло.
talent_desc_pipeBombs|Throw a barrage of handcrafted pipe bombs dealing area of effect fire damage.|Бросает шквал самодельных бомб, наносящих урон огнем по области.
talent_desc_oilSpill|Spill oil on the ground slowing and lowering monster attack rating. Oil also ignites into flames when coming in contact with Moonshine Molotov dealing additional burning damage.|Разливает на землю масло, которое замедляет монстров и снижает их рейтинг атаки. Масло воспламеняется при контакте с «Самогонным коктейлем», нанося дополнительный урон от горения.
talent_desc_tireFire|Throw a truck tire that deals fire damage on hit.|Бросает грузовую шину, наносящую урон огнем при попадании.
talent_desc_spontaneousCombustion|When igniting oil in flames, also make the monsters combust dealing area of effect fire damage around them.|При возгорании масла также заставляет монстров вспыхивать, нанося урон огнем по области вокруг них.
talent_desc_hillbillyRage|Temporarily increases your fire skill damage.|Временно увеличивает урон умений огня.
talent_desc_moonshineMadness|Increases your attack rating and movement speed.|Увеличивает рейтинг атаки и скорость передвижения.
talent_desc_combustibleOil|Increases your fire skill damage.|Увеличивает урон умений огня.
talent_desc_pickupRaid|Call your hillbilly friends to siege your opponents in a pickup truck dealing fire damage.|Призывает друзей на пикапе, которые таранят противников, нанося урон огнем.
talent_desc_chainsawSlash|Perform an area of effect attack attaching a spinning chainsaw on monsters for a short period of time.|Атака по области, на короткое время оставляющая вращающуюся пилу в теле монстра.
talent_desc_durableWear|Increases your defense rating.|Увеличивает защиту.
talent_desc_chainsawMassacre|Violently spin your chainsaw dealing damage to monsters around you. Going the full distance unleashes a whirl attack with increased damage and area of effect.|Вы яростно вращаете бензопилу, нанося урон окружающим врагам. По окончании действия совершается вихревая атака с увеличенным уроном и областью действия.
talent_desc_chainsawMastery|Increases your damage and attack rating when using a chainsaw.|Увеличивает урон и рейтинг атаки при использовании бензопилы.
talent_desc_revvedUp|Temporarily increases your attack speed and damage.|Временно увеличивает скорость атаки и урон.
talent_desc_experiencedLogger|Increases your chance for critical strike and critical strike damage.|Увеличивает шанс критического удара и критический урон.
talent_desc_loggersEndurance|Increases your life and life replenish.|Увеличивает здоровье и восполнение здоровья.
talent_desc_rogueChainsaw|Throw a chainsaw on the ground spinning and dealing increased damage and additional arcane damage to monsters struck.|Бросает на землю вращающуюся бензопилу, которая наносит пораженным врагам увеличенный физический урон и дополнительный урон тайной магией.
talent_desc_treeTrunkTriumph|Summon a massive tree and cut it down on nearby monsters dealing increased damage and additional arcane damage.|Призывает огромное дерево и обрушивает его на ближайших врагов, нанося увеличенный физический урон и дополнительный урон тайной магией.
||
[Necromancer]
talent_name_boneShred|Bone Shred|Костяные осколки
talent_name_meatShield|Meat Shield|Мясной щит
talent_name_meatBomb|Meat Bomb|Мясная бомба
talent_name_poisonBreath|Poison Breath|Ядовитое дыхание
talent_name_boneSpear|Bone Spear|Костяное копье
talent_name_cursedGround|Cursed Ground|Проклятая земля
talent_name_boneSpirit|Bone Spirit|Костяной дух
talent_name_poisonNova|Poison Nova|Ядовитое кольцо
talent_name_corpseExplosion|Corpse Explosion|Взрыв трупа
talent_name_raiseSkeletonWarrior|Raise Skeleton|Призыв скелета-воина
talent_name_skeletonMastery|Summon Mastery|Мастерство призыва
talent_name_amplifyDamage|Amplify damage|Усиление урона
talent_name_raiseSkeletonMage|Raise Skeleton Mage|Призыв скелета-мага
talent_name_lifeTap|Life Tap|Жизнеотвод
talent_name_summonFrenzy|Summon Frenzy|Ярость прислужников
talent_name_summonDamnedLegion|Summon Damned Legion|Призыв Проклятого легиона
talent_name_summonResistances|Summon Resistances|Сопротивление прислужников
talent_name_summonVengefulSpirit|Summon Vengeful Spirit|Призыв мстительного духа
talent_name_recallSummons|Recall Summons|Отзыв прислужников
||
talent_desc_boneShred|Unleash bone fragments dealing arcane damage to monsters.| Выпускает веер костяных осколков, нанося врагам урон тайной магией.
talent_desc_meatShield|Cast a meat shield reducing physical damage taken.| Создает щит из плоти, уменьшающий получаемый физический урон.
talent_desc_meatBomb|Throw a huge lump of meat that explodes on impact dealing arcane damage and leaving corpse on the ground.| Бросает огромный кусок плоти, который взрывается при ударе, нанося урон тайной магией и оставляя после себя труп.
talent_desc_poisonBreath|Unleash a rotten breath of toxins dealing poison damage.| Выдыхает поток гнилостных токсинов, нанося урон ядом.
talent_desc_boneSpear|Launch a piercing bone spear dealing arcane damage.| Выпускает пронзающее костяное копье, наносящее урон тайной магией.
talent_desc_cursedGround|Corrupt the ground in the target area inflicting poison break on monsters affected area.| Оскверняет землю в указанной области, снижая сопротивление яду у находящихся там врагов.
talent_desc_boneSpirit|Spawn a bone spirit which seeks out the nearest monster and explodes on impact dealing area of effect arcane damage.| Призывает костяного духа, который преследует ближайшего врага и взрывается при ударе, нанося урон тайной магией по области.
talent_desc_poisonNova|Unleash a toxic poison nova dealing poison damage and inflicting Poisoned on all monsters hit.| Выпускает ядовитую нову, наносящую урон ядом и отравляющую всех пораженных врагов.
talent_desc_corpseExplosion|Cause all corpses in target area to explode and deal area of effect arcane damage.| Взрывает все трупы в указанной области, нанося урон тайной магией по области.
talent_desc_raiseSkeletonWarrior|Raise a skeleton warrior from target corpse to fight on your side.| Поднимает из трупа скелета-воина, который будет сражаться на вашей стороне.
talent_desc_skeletonMastery|Increases the life and arcane damage of all your summons.| Увеличивает здоровье и урон тайной магией всех ваших прислужников.
talent_desc_amplifyDamage|Curse monsters in the target area decreasing their damage dealt and inflicting arcane break.| Проклинает врагов в указанной области, уменьшая наносимый ими урон и снижая их сопротивление тайной магии.
talent_desc_raiseSkeletonMage|Raise a skeleton mage from target corpse to fight on your side.| Поднимает из трупа скелета-мага, который будет сражаться на вашей стороне.
talent_desc_lifeTap|Curse monsters in the target area increasing any attackers life steal when striking the target.| Проклинает врагов в указанной области, позволяя атакующим восполнять здоровье при нанесении урона по цели.
talent_desc_summonFrenzy|Temporarily enrage your summons increasing their attack speed and movement speed.| Временно вводит прислужников в ярость, увеличивая их скорость атаки и передвижения.
talent_desc_summonDamnedLegion|Summon a damned legion to fight on your side.| Призывает проклятый легион, который сражается на вашей стороне.
talent_desc_summonResistances|Increases all resistances and physical damage reduction of your summons.| Увеличивает все сопротивления и снижает получаемый физический урон у ваших прислужников.
talent_desc_summonVengefulSpirit|Summon a vengeful spirit to fight on your side.| Призывает мстительного духа, который сражается на вашей стороне.
